"typeID";"groupID";"typeName";"description";"graphicID";"radius";"mass";"volume";"capacity";"portionSize";"raceID";"basePrice";"published";"marketGroupID";"chanceOfDuplicating"
"9.632";"77";"V-M15 Braced Multispectral Shield Matrix";"Boosts shield resistance against all damage types.";"1.045";"0,00";"10.000,00";"5,00";"0,00";"1";"1";"0,00";"false";"553";"0,07"
"9.646";"77";"F-S15 Braced Deflection Shield Matrix";"Boosts shield resistance against explosive damage.";"1.045";"0,00";"10.000,00";"5,00";"0,00";"1";"1";"0,00";"false";"553";"0,07"
"9.660";"77";"Ditrigonal Thermal Barrier Crystallization I";"Boosts shield resistance against thermal damage.";"1.045";"0,00";"10.000,00";"5,00";"0,00";"1";"8";"0,00";"false";"553";"0,07"
"9.668";"72";"Large Rudimentary Concussion Bomb I";"Radiates an omnidirectional pulse from the ship that causes kinetic damage to surrounding vessels.";"2.034";"1.000,00";"100,00";"50,00";"0,00";"1";"2";"0,00";"false";"381";"0,07"
"9.670";"72";"Small Rudimentary Concussion Bomb I";"Radiates an omnidirectional pulse from the ship that causes kinetic damage to surrounding vessels.";"2.034";"1.000,00";"10,00";"5,00";"0,00";"1";"2";"0,00";"false";"382";"0,07"
"9.678";"72";"Large 'Vehemence' I Shockwave Charge";"Radiates an omnidirectional pulse from the ship that causes EM damage to surrounding vessels.";"2.032";"1.000,00";"100,00";"50,00";"0,00";"1";"4";"0,00";"false";"381";"0,07"
"9.680";"72";"Small 'Vehemence' I Shockwave Charge";"Radiates an omnidirectional pulse from the ship that causes EM damage to surrounding vessels.";"2.032";"1.000,00";"10,00";"5,00";"0,00";"1";"4";"0,00";"false";"382";"0,07"
"9.702";"72";"Micro Rudimentary Concussion Bomb I";"Radiates an omnidirectional pulse from the ship that causes kinetic damage to surrounding vessels.";"2.034";"1.000,00";"100,00";"2,50";"0,00";"1";"2";"0,00";"false";"380";"0,07"
"9.706";"72";"Micro 'Vehemence' I Shockwave Charge";"Radiates an omnidirectional pulse from the ship that causes EM damage to surrounding vessels.";"2.032";"1.000,00";"100,00";"2,50";"0,00";"1";"4";"0,00";"false";"380";"0,07"
"9.728";"72";"Medium Rudimentary Concussion Bomb I";"Radiates an omnidirectional pulse from the ship that causes kinetic damage to surrounding vessels.";"2.034";"1.000,00";"100,00";"10,00";"0,00";"1";"2";"0,00";"false";"383";"0,07"
"9.734";"72";"Medium 'Vehemence' I Shockwave Charge";"Radiates an omnidirectional pulse from the ship that causes EM damage to surrounding vessels.";"2.032";"1.000,00";"100,00";"10,00";"0,00";"1";"4";"0,00";"false";"383";"0,07"
"9.744";"72";"Small 'Notos' Explosive Charge I";"Radiates an omnidirectional pulse from the ship that causes explosive damage to surrounding vessels.";"2.035";"1.000,00";"10,00";"5,00";"0,00";"1";"8";"0,00";"false";"382";"0,07"
"9.750";"72";"Micro 'Notos' Explosive Charge I";"Radiates an omnidirectional pulse from the ship that causes explosive damage to surrounding vessels.";"2.035";"1.000,00";"100,00";"2,50";"0,00";"1";"8";"0,00";"false";"380";"0,07"
"9.762";"72";"Medium 'Notos' Explosive Charge I";"Radiates an omnidirectional pulse from the ship that causes explosive damage to surrounding vessels.";"2.035";"1.000,00";"100,00";"10,00";"0,00";"1";"8";"0,00";"false";"383";"0,07"
"9.772";"72";"Large 'Notos' Explosive Charge I";"Radiates an omnidirectional pulse from the ship that causes explosive damage to surrounding vessels.";"2.035";"1.000,00";"100,00";"50,00";"0,00";"1";"8";"0,00";"false";"381";"0,07"
"9.784";"72";"Small YF-12a Smartbomb";"Radiates an omnidirectional pulse from the ship that causes thermal damage to surrounding vessels.";"2.033";"1.000,00";"10,00";"5,00";"0,00";"1";"1";"0,00";"false";"382";"0,07"
"9.790";"72";"Micro YF-12a Smartbomb";"Radiates an omnidirectional pulse from the ship that causes thermal damage to surrounding vessels.";"2.033";"1.000,00";"100,00";"2,50";"0,00";"1";"1";"0,00";"false";"380";"0,07"
"9.800";"72";"Medium YF-12a Smartbomb";"Radiates an omnidirectional pulse from the ship that causes thermal damage to surrounding vessels.";"2.033";"1.000,00";"100,00";"10,00";"0,00";"1";"1";"0,00";"false";"383";"0,07"
"9.808";"72";"Large YF-12a Smartbomb";"Radiates an omnidirectional pulse from the ship that causes thermal damage to surrounding vessels.";"2.033";"1.000,00";"100,00";"50,00";"0,00";"1";"1";"0,00";"false";"381";"0,07"
"9.826";"280";"Carbon";"Carbon is an abundant nonmetallic element that occurs in many inorganic and in all organic compounds.";"1.357";"0,00";"4.400,00";"2,00";"0,00";"1";"";"350,00";"true";"20";"0,00"
"9.828";"280";"Silicon";"Silicon is the base material used in computer chips. Next to oxygen, it is the most abundant element in nature and is found in a natural state in rocks and sand.";"1.358";"0,00";"1.160,00";"0,50";"0,00";"1";"";"266,00";"true";"20";"0,00"
"9.830";"280";"Rocket Fuel";"Augmented and concentrated fuel used primarily for missile production.";"1.359";"0,00";"2.500,00";"2,00";"0,00";"1";"";"505,00";"true";"20";"0,00"
"9.832";"280";"Coolant";"A mechanical device filled with liquid that produces cooling by circulating through an engine and/or bathing overheating parts.";"1.360";"0,00";"2.500,00";"2,00";"0,00";"1";"";"1.000,00";"true";"20";"0,00"
"9.834";"280";"Guidance System";"An electrical device used in targeting systems and tracking computers.";"1.361";"0,00";"2.500,00";"2,00";"0,00";"1";"";"380,00";"true";"20";"0,00"
"9.836";"280";"Consumer Electronics";"Personal computerware and digital commodity items.";"1.362";"0,00";"2.500,00";"2,00";"0,00";"1";"";"230,00";"true";"492";"0,00"
"9.838";"280";"Super Conductors";"Highly isolated coils with minimal friction, used in high-voltage electrical devices.";"1.363";"0,00";"2.500,00";"2,00";"0,00";"1";"";"850,00";"true";"20";"0,00"
"9.840";"280";"Transmitter";"An electronic device that generates and amplifies a carrier wave, modulates it with a meaningful signal derived from speech or other sources, and radiates the resulting signal from an antenna.";"1.364";"0,00";"2.500,00";"2,00";"0,00";"1";"";"313,00";"true";"20";"0,00"
"9.842";"280";"Miniature Electronics";"Diminutive electrical parts used in computerware and nano-technological service-hubs.";"1.365";"0,00";"2.500,00";"2,00";"0,00";"1";"";"400,00";"true";"20";"0,00"
"9.844";"280";"Small Arms";"Personal weapons and armaments, used both for warfare and personal security.";"1.366";"0,00";"2.500,00";"2,00";"0,00";"1";"";"1.260,00";"true";"492";"0,00"
"9.846";"280";"Planetary Vehicles";"Tracked, wheeled and hover vehicles used within planetary atmosphere for personal and business use.";"1.367";"0,00";"2.500,00";"2,00";"0,00";"1";"";"3.730,00";"true";"492";"0,00"
"9.848";"280";"Robotics";"Automated mechanical devices built for industrial use.";"1.368";"0,00";"2.500,00";"2,00";"0,00";"1";"";"6.500,00";"true";"20";"0,00"
"9.850";"280";"Spirits";"Alcoholic beverages made by distilling a fermented mash of grains.";"1.369";"0,00";"2.500,00";"0,20";"0,00";"1";"";"455,00";"true";"492";"0,00"
"9.852";"280";"Tobacco";"Tubular rolls of tobacco designed for smoking. The tube consists of finely shredded tobacco enclosed in a paper wrapper and is generally outfitted with a filter tip at the end.";"1.370";"0,00";"2.500,00";"0,20";"0,00";"1";"";"48,00";"true";"492";"0,00"
"9.854";"237";"Polaris Inspector Frigate";"The Polaris Inspector frigate is an observation vehicle with a very resiliant superstructure.";"1.372";"500,00";"1.000.000,00";"20.400,00";"0,00";"1";"";"0,00";"false";"";"0,07"
"9.856";"15";"Amarr Class A Starport";"";"1.373";"24.438,00";"0,00";"0,00";"0,00";"1";"4";"0,00";"true";"";"0,00"
"9.857";"15";"Amarr Class B Starport";"";"1.249";"30.758,00";"0,00";"0,00";"0,00";"1";"4";"0,00";"true";"";"0,00"
"9.858";"237";"Polaris Centurion";"The Polaris Centurion is an elite class observer vehicle with a nearly impenatrable armor coating.";"1.375";"500,00";"1.000.000,00";"20.400,00";"0,00";"1";"";"0,00";"false";"";"0,07"
"9.860";"237";"Polaris Legatus Frigate";"The Polaris Legatus frigate is the most powerful Polaris ship built, superior in both combat and maneuverability.";"1.376";"500,00";"1.000.000,00";"20.400,00";"0,00";"1";"";"0,00";"false";"";"0,07"
"9.862";"237";"Polaris Centurion Frigate";"The Polaris Centurion frigate is an observation vehicle with a very resiliant superstructure.";"1.372";"500,00";"1.000.000,00";"20.400,00";"0,00";"1";"";"0,00";"false";"";"0,07"
"9.866";"15";"Angel Serpentis";"";"1.403";"25.975,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.867";"15";"Heaven";"";"1.404";"47.998,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.868";"15";"Concord Starbase";"";"1.402";"56.196,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.869";"298";"Loiterer I";"";"2.818";"45,00";"100.000,00";"60,00";"1.200,00";"10";"";"0,00";"true";"";"0,00"
"9.871";"299";"Repair Drone";"";"1.009";"5,00";"0,00";"50,00";"1.200,00";"10";"";"0,00";"false";"";"0,07"
"9.872";"177";"Repair Drone Blueprint";"";"1.009";"0,00";"0,00";"0,01";"0,00";"1";"";"9.999.999,00";"false";"";"0,00"
"9.873";"15";"Dark Amarr Station O";"";"1.637";"22.587,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.874";"15";"Dark Amarr Station H";"";"1.638";"34.269,00";"0,00";"0,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.875";"226";"Minmatar Trade Station Ruins";"Ruins of a Minmatar station.";"1.407";"5.244,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.876";"226";"Amarr Commercial Station Ruins";"Ruins of an Amarr station.";"1.408";"14.163,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.877";"226";"Amarr Military Station Ruins";"Ruins of an Amarr station.";"1.409";"14.592,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.878";"226";"Amarr Mining Station Ruins";"Ruins of an Amarr station.";"1.410";"7.427,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.879";"226";"Amarr Research Station Ruins";"Ruins of an Amarr station.";"1.411";"9.720,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.880";"226";"Amarr Trade Station Ruins";"Ruins of an Amarr station.";"1.412";"4.629,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.881";"226";"Caldari Station Ruins - Huge & Sprawling";"Ruins of a Caldari station.";"1.413";"11.433,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.882";"226";"Caldari Station Ruins - Hook Shaped";"Ruins of a Caldari station.";"1.414";"6.768,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.883";"226";"Caldari Station Ruins - Flat Hulk";"Ruins of a Caldari station.";"1.415";"8.353,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.884";"226";"Caldari Station Ruins - Industry Drill";"Ruins of a Caldari station.";"1.416";"4.974,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.885";"226";"Gallente Station Ruins - Disc";"Ruins of a Gallentean station.";"1.417";"5.959,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.886";"226";"Gallente Station Ruins - Fathom";"Ruins of a Gallentean station.";"1.418";"6.768,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.887";"226";"Gallente Station Ruins - Ugly Industrial";"Ruins of a Gallentean station.";"1.419";"11.287,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.888";"226";"Gallente Station Ruins - Biodomes";"Ruins of a Gallentean station.";"1.420";"4.974,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.889";"226";"Gallente Station Ruins - Factory";"Ruins of a Gallentean station.";"1.421";"5.397,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.890";"226";"Gallente Station Ruins - Military";"Ruins of a Gallentean station.";"1.422";"3.575,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.891";"226";"Gallente Station Ruins - Research";"Ruins of a Gallentean station.";"1.423";"8.651,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.892";"226";"Gallente Station Ruins - Commercial";"Ruins of a Gallentean station.";"1.424";"5.616,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.893";"226";"Minmatar Commercial Station Ruins";"Ruins of a Minmatar station.";"1.425";"11.270,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.894";"226";"Minmatar Industry Station Ruins";"Ruins of a Minmatar station.";"1.426";"9.227,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.895";"226";"Minmatar Military Station Ruins";"Ruins of a Minmatar station.";"1.427";"12.300,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.896";"226";"Minmatar Mining Station Ruins";"Ruins of a Minmatar station.";"1.428";"10.197,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.897";"226";"Minmatar Research Station Ruins";"Ruins of a Minmatar station.";"1.429";"7.750,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.898";"226";"Minmatar General Station Ruins";"Ruins of a Minmatar station.";"1.430";"6.571,00";"0,00";"1,00";"0,00";"1";"";"0,00";"false";"";"0,00"
"9.899";"300";"Ocular Filter - Basic";"This image processor implanted in the occipital lobe grants a bonus to a character's Perception.";"2.053";"1,00";"0,00";"1,00";"0,00";"1";"";"200.000,00";"false";"618";"0,05"
"9.917";"23";"Clone Grade Delta";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.919";"23";"Clone Grade Epsilon";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.921";"23";"Clone Grade Zeta";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.923";"23";"Clone Grade Eta";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.925";"23";"Clone Grade Theta";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.927";"23";"Clone Grade Iota";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.929";"23";"Clone Grade Kappa";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.931";"23";"Clone Grade Lambda";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.933";"23";"Clone Grade Mu";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.935";"23";"Clone Grade Nu";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.937";"23";"Clone Grade Xi";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.939";"23";"Clone Grade Omicron";"";"34";"0,00";"0,00";"1,00";"0,00";"1";"";"0,00";"true";"";"0,00"
"9.941";"300";"Memory Augmentation - Basic";"This image processor implanted in the temporal lobe Grants a bonus to a character's memory.";"2.061";"1,00";"0,00";"1,00";"0,00";"1";"";"200.000,00";"false";"619";"0,05"
"9.942";"300";"Neural Boost - Basic";"A Data processing unit implanted in the Parietal lobe. Grants a bonus to Willpower.";"2.054";"1,00";"0,00";"1,00";"0,00";"1";"";"200.000,00";"false";"620";"0,05"
"9.943";"300";"Cybernetic Subprocessor - Basic";"This grafted subprocessor implanted in the frontal lobe grants a bonus to a character's Intelligence.";"2.062";"1,00";"0,00";"1,00";"0,00";"1";"";"200.000,00";"false";"621";"0,05"
